High-school Track,R,I,A,S,E,C,Skills,Courses and Certificates,Work Style,Passion and Goals,Faculty,Typical Degree,Program/Major,Primary Campus
Sociology and Economics,True,False,False,True,False,False,"Teamwork, Problem Solving, Counseling, Communication","Human Behavior, Counseling Techniques, Summer Program",People-centric/Teaching,"community service, to innovate",Institute of Social Sciences,"BA, MA, PhD",Social Work,Multiple branches
Sociology and Economics,False,False,False,True,False,False,"Empathy, Teamwork, Counseling, Communication, Time Management, Arabic","Social Welfare Policy, Case Management, First Aid",People-centric/Teaching,"wellbeing, to understand",Institute of Social Sciences,"BA, MA, PhD",Social Work,Multiple branches
Sociology and Economics,False,True,False,True,False,False,"Communication, Counseling, English, Microsoft Office","Social Welfare Policy, ICDL",People-centric/Teaching,"helping others, career",Institute of Social Sciences,"BA, MA, PhD",Social Work,Multiple branches
Sociology and Economics,False,False,False,True,False,False,"Resource Management, Communication, Problem Solving, Research, Communication","Human Behavior, Social Welfare Policy, party Workshop",People-centric/Teaching,"wellbeing, to understand",Institute of Social Sciences,"BA, MA, PhD",Social Work,Multiple branches
Sociology and Economics,False,True,False,True,False,False,"Empathy, Counseling, Teamwork, Communication, Microsoft Office, Research","Social Welfare Policy, TOEFL",People-centric/Teaching,"wellbeing, to lead",Institute of Social Sciences,"BA, MA, PhD",Social Work,Multiple branches
Sociology and Economics,False,False,False,True,False,False,"Resource Management, Counseling, Communication, Teamwork, French, Arabic","Social Welfare Policy, Community Organization, happy Workshop",People-centric/Teaching,"community service, career",Institute of Social Sciences,"BA, MA, PhD",Social Work,Multiple branches
Sociology and Economics,False,False,False,True,False,False,"Communication, Teamwork, Empathy, Problem Solving, English, Microsoft Office","Human Behavior, IELTS",People-centric/Teaching,"helping others, to lead",Institute of Social Sciences,"BA, MA, PhD",Social Work,Multiple branches
Sociology and Economics,False,False,False,True,False,False,"Resource Management, Teamwork, Research, Time Management","Social Welfare Policy, TOEFL",People-centric/Teaching,"support, to understand",Institute of Social Sciences,"BA, MA, PhD",Social Work,Multiple branches
Sociology and Economics,False,True,False,False,False,False,"Resource Management, Problem Solving, Microsoft Office, Time Management","Community Organization, ICDL",People-centric/Teaching,"support, to create",Institute of Social Sciences,"BA, MA, PhD",Social Work,Multiple branches
Sociology and Economics,False,False,False,True,False,True,"Counseling, Teamwork, Communication, Arabic, French","Case Management, First Aid",People-centric/Teaching,"community service, to innovate",Institute of Social Sciences,"BA, MA, PhD",Social Work,Multiple branches
Sociology and Economics,False,False,False,True,False,False,"Teamwork, Empathy, Counseling, Research, Microsoft Office","Social Welfare Policy, Human Behavior, ICDL",People-centric/Teaching,"social justice, to understand",Institute of Social Sciences,"BA, MA, PhD",Social Work,Multiple branches
Sociology and Economics,False,True,False,False,False,False,"Empathy, Communication, Teamwork, Problem Solving, French","Counseling Techniques, IELTS",People-centric/Teaching,"support, to help people",Institute of Social Sciences,"BA, MA, PhD",Social Work,Multiple branches
Sociology and Economics,False,False,False,True,True,True,"Problem Solving, Customer Service, Research, Microsoft Office","Tourism, Customer Relations, IELTS",Business,"events, to innovate",Faculty of Tourism & Hospitality Management,BS,Hospitality Management,Selective branches
Sociology and Economics,False,False,False,True,True,True,"Problem Solving, Management, Research","Tourism, Event Planning, IELTS","Business, People-centric/Teaching","events, to research",Faculty of Tourism & Hospitality Management,BS,Hospitality Management,Selective branches
Sociology and Economics,False,False,False,False,True,True,"Teamwork, Communication, Customer Service, Arabic","Tourism, First Aid",Business,"travel, to research",Faculty of Tourism & Hospitality Management,BS,Hospitality Management,Selective branches
Sociology and Economics,False,False,False,True,True,True,"Communication, Problem Solving, Microsoft Office, Communication","Customer Relations, First Aid",Business,"events, to lead",Faculty of Tourism & Hospitality Management,BS,Hospitality Management,Selective branches
Sociology and Economics,True,False,False,True,True,True,"Management, Organization, Communication","Event Planning, ICDL",Business,"travel, to build",Faculty of Tourism & Hospitality Management,BS,Hospitality Management,Selective branches
Sociology and Economics,False,False,False,True,True,True,"Teamwork, Management, Organization, Customer Service, French","Event Planning, Hotel Operations, Summer Program","Business, People-centric/Teaching","events, to understand",Faculty of Tourism & Hospitality Management,BS,Hospitality Management,Selective branches
Sociology and Economics,True,False,False,True,True,True,"Organization, Customer Service, Problem Solving, Communication, Microsoft Office, French","Customer Relations, First Aid",Business,"hotel management, career",Faculty of Tourism & Hospitality Management,BS,Hospitality Management,Selective branches
Sociology and Economics,False,True,False,True,True,True,"Organization, Communication, Teamwork, Microsoft Office, Research","Customer Relations, TOEFL","Business, People-centric/Teaching","hotel management, career",Faculty of Tourism & Hospitality Management,BS,Hospitality Management,Selective branches
Sociology and Economics,False,False,False,True,True,False,"Problem Solving, Customer Service, Arabic, Research","Hotel Operations, ICDL",Business,"travel, to understand",Faculty of Tourism & Hospitality Management,BS,Hospitality Management,Selective branches
Sociology and Economics,False,False,False,True,True,False,"Organization, Problem Solving, Customer Service, English","Event Planning, Customer Relations, TOEFL",Business,"service industry, to build",Faculty of Tourism & Hospitality Management,BS,Hospitality Management,Selective branches
Sociology and Economics,False,False,False,False,True,True,"Problem Solving, Communication, Management, Research, Communication","Customer Relations, ICDL",Business,"hotel management, to research",Faculty of Tourism & Hospitality Management,BS,Hospitality Management,Selective branches
Sociology and Economics,False,False,False,True,True,True,"Organization, Problem Solving, Research","Food and Beverage Management, Customer Relations, choice Workshop","Business, People-centric/Teaching","customer service, to understand",Faculty of Tourism & Hospitality Management,BS,Hospitality Management,Selective branches
Sociology and Economics,False,False,False,True,True,True,"Communication, Customer Service, Problem Solving, Time Management","Event Planning, IELTS",Business,"tourism, to research",Faculty of Tourism & Hospitality Management,BS,Hospitality Management,Selective branches
Sociology and Economics,False,False,False,True,True,True,"Problem Solving, Teamwork, Communication, Management, French","Customer Relations, IELTS",Business,"tourism, to help people",Faculty of Tourism & Hospitality Management,BS,Hospitality Management,Selective branches
Sociology and Economics,False,False,False,True,True,True,"Management, Problem Solving, Teamwork, Organization, Arabic, Microsoft Office","Food and Beverage Management, respond Workshop",Business,"service industry, to create",Faculty of Tourism & Hospitality Management,BS,Hospitality Management,Selective branches
Sociology and Economics,False,False,False,True,True,True,"Teamwork, Management, Communication, Problem Solving, Arabic, Research","Event Planning, TOEFL","Business, People-centric/Teaching","hotel management, to build",Faculty of Tourism & Hospitality Management,BS,Hospitality Management,Selective branches
Sociology and Economics,False,False,False,True,True,True,"Teamwork, Organization, Customer Service, Microsoft Office","Tourism, First Aid",Business,"travel, to build",Faculty of Tourism & Hospitality Management,BS,Hospitality Management,Selective branches
Sociology and Economics,False,False,True,True,True,True,"Organization, Communication, Research, Time Management","Customer Relations, Food and Beverage Management, ICDL",Business,"service industry, to help people",Faculty of Tourism & Hospitality Management,BS,Hospitality Management,Selective branches
Sociology and Economics,False,False,False,True,True,False,"Marketing, Planning, Cultural Knowledge, French","Tourism Geography, Tourism Marketing, IELTS","Business, People-centric/Teaching","travel, career",Faculty of Tourism & Hospitality Management,BS,Tourism Management,Selective branches
Sociology and Economics,False,False,False,True,True,False,"Marketing, Communication, Geography, Communication, Arabic","Tourism Marketing, Tourism Geography, TOEFL","Business, People-centric/Teaching","planning, to understand",Faculty of Tourism & Hospitality Management,BS,Tourism Management,Selective branches
Sociology and Economics,False,False,False,True,True,False,"Cultural Knowledge, Geography, Customer Service, Microsoft Office, French","Sustainable Tourism, Heritage Tourism, ICDL",Business,"planning, career",Faculty of Tourism & Hospitality Management,BS,Tourism Management,Selective branches
Sociology and Economics,False,False,False,True,True,False,"Cultural Knowledge, Marketing, French","Tourism Marketing, First Aid",Business,"adventure, to create",Faculty of Tourism & Hospitality Management,BS,Tourism Management,Selective branches
Sociology and Economics,False,False,False,True,True,True,"Planning, Customer Service, Communication, Arabic","Tour Planning, Tourism Marketing, First Aid","Business, People-centric/Teaching","travel, to build",Faculty of Tourism & Hospitality Management,BS,Tourism Management,Selective branches
Sociology and Economics,False,False,False,True,True,False,"Geography, Planning, Customer Service, English, Communication","Heritage Tourism, IELTS",Business,"culture, to research",Faculty of Tourism & Hospitality Management,BS,Tourism Management,Selective branches
Sociology and Economics,False,False,False,True,True,False,"Planning, Communication, Cultural Knowledge, Microsoft Office, Time Management","Tour Planning, IELTS",Business,"exploration, to help people",Faculty of Tourism & Hospitality Management,BS,Tourism Management,Selective branches
Sociology and Economics,False,False,False,True,True,False,"Marketing, Cultural Knowledge, Geography, French","Tourism Geography, IELTS",Business,"heritage, to understand",Faculty of Tourism & Hospitality Management,BS,Tourism Management,Selective branches
Sociology and Economics,False,False,False,True,True,False,"Planning, Marketing, Time Management","Tourism Marketing, Sustainable Tourism, TOEFL",Business,"planning, to create",Faculty of Tourism & Hospitality Management,BS,Tourism Management,Selective branches
Sociology and Economics,False,False,False,True,True,False,"Cultural Knowledge, Geography, Marketing, Arabic, Time Management","Tourism Marketing, Tour Planning, Summer Program",Business,"culture, career",Faculty of Tourism & Hospitality Management,BS,Tourism Management,Selective branches
Sociology and Economics,False,False,True,True,False,False,"Customer Service, Geography, Arabic","Tourism Geography, Tourism Marketing, TOEFL",Business,"travel, to build",Faculty of Tourism & Hospitality Management,BS,Tourism Management,Selective branches
Sociology and Economics,False,False,True,True,True,False,"Cultural Knowledge, Communication, Customer Service, Planning, Microsoft Office, Communication","Heritage Tourism, TOEFL",Business,"heritage, to research",Faculty of Tourism & Hospitality Management,BS,Tourism Management,Selective branches
Sociology and Economics,False,False,False,True,True,False,"Customer Service, Geography, English","Tourism Geography, Tour Planning, will Workshop","Business, People-centric/Teaching","planning, to create",Faculty of Tourism & Hospitality Management,BS,Tourism Management,Selective branches
Sociology and Economics,False,False,False,True,True,False,"Cultural Knowledge, Planning, Time Management, Microsoft Office","Tourism Marketing, Tour Planning, IELTS",Business,"exploration, to help people",Faculty of Tourism & Hospitality Management,BS,Tourism Management,Selective branches
Sociology and Economics,False,False,False,True,True,True,"Communication, Marketing, Cultural Knowledge, Planning, Communication, English","Heritage Tourism, Summer Program",Business,"adventure, to create",Faculty of Tourism & Hospitality Management,BS,Tourism Management,Selective branches
Sociology and Economics,True,False,False,True,True,False,"Marketing, Cultural Knowledge, Communication, Planning, French, Microsoft Office","Tour Planning, Sustainable Tourism, ICDL","Business, People-centric/Teaching","exploration, to lead",Faculty of Tourism & Hospitality Management,BS,Tourism Management,Selective branches
Sociology and Economics,False,False,False,True,True,False,"Geography, Customer Service, Communication, Marketing, Arabic, English","Tour Planning, ICDL",Business,"planning, to help people",Faculty of Tourism & Hospitality Management,BS,Tourism Management,Selective branches
Sociology and Economics,True,False,False,True,True,False,"Cultural Knowledge, Customer Service, Communication, Time Management, English","Tour Planning, Summer Program",Business,"adventure, to lead",Faculty of Tourism & Hospitality Management,BS,Tourism Management,Selective branches
General Science,True,True,False,False,False,True,"Troubleshooting, Configuration, Hardware, Problem Solving, Microsoft Office","Network Fundamentals, determine Workshop",Office/Data,"security, to innovate",Faculty of Technology,"Professional Bachelor, Master",ICT Networks,Distributed; applied focus
General Science,True,True,False,False,False,True,"Troubleshooting, Security, Arabic, Research","Network Security, First Aid",Office/Data,"infrastructure, career",Faculty of Technology,"Professional Bachelor, Master",ICT Networks,Distributed; applied focus
General Science,True,True,False,False,False,False,"Problem Solving, Troubleshooting, Hardware, Networking, English, Communication","Wireless Technologies, Network Security, Summer Program",Office/Data,"infrastructure, to research",Faculty of Technology,"Professional Bachelor, Master",ICT Networks,Distributed; applied focus
General Science,True,True,True,False,False,True,"Troubleshooting, Configuration, Hardware, Microsoft Office, English","Wireless Technologies, Summer Program","Office/Data, Hands-on/Field","networking, to research",Faculty of Technology,"Professional Bachelor, Master",ICT Networks,Distributed; applied focus
General Science,True,True,False,False,False,True,"Hardware, Problem Solving, Troubleshooting, Time Management","System Administration, Network Fundamentals, First Aid",Office/Data,"security, to research",Faculty of Technology,"Professional Bachelor, Master",ICT Networks,Distributed; applied focus
General Science,False,False,False,False,False,True,"Configuration, Security, Networking, Troubleshooting, Communication, Arabic","Wireless Technologies, Summer Program",Office/Data,"infrastructure, to innovate",Faculty of Technology,"Professional Bachelor, Master",ICT Networks,Distributed; applied focus
General Science,True,True,False,False,False,True,"Security, Hardware, Microsoft Office","System Administration, check Workshop",Office/Data,"troubleshooting, to build",Faculty of Technology,"Professional Bachelor, Master",ICT Networks,Distributed; applied focus
General Science,True,True,False,False,False,True,"Networking, Security, Problem Solving, Configuration, Arabic, Time Management","Wireless Technologies, IELTS",Office/Data,"infrastructure, to research",Faculty of Technology,"Professional Bachelor, Master",ICT Networks,Distributed; applied focus
General Science,True,True,False,False,True,True,"Configuration, Security, Networking, English, Time Management","Network Security, ICDL",Office/Data,"infrastructure, career",Faculty of Technology,"Professional Bachelor, Master",ICT Networks,Distributed; applied focus
General Science,True,True,False,False,False,False,"Networking, Problem Solving, Troubleshooting, Time Management, French","Network Fundamentals, System Administration, First Aid","Office/Data, Hands-on/Field","infrastructure, to understand",Faculty of Technology,"Professional Bachelor, Master",ICT Networks,Distributed; applied focus
General Science,True,True,False,False,False,True,"Configuration, Troubleshooting, Communication, French","Wireless Technologies, First Aid","Office/Data, Hands-on/Field","technology, to create",Faculty of Technology,"Professional Bachelor, Master",ICT Networks,Distributed; applied focus
General Science,True,True,False,False,False,True,"Networking, Problem Solving, English","Wireless Technologies, ICDL","Office/Data, Hands-on/Field","security, to build",Faculty of Technology,"Professional Bachelor, Master",ICT Networks,Distributed; applied focus
General Science,True,True,False,False,False,True,"Problem Solving, Configuration, Networking, Hardware, Communication, Microsoft Office","Cisco CCNA, IELTS","Office/Data, Hands-on/Field","troubleshooting, to build",Faculty of Technology,"Professional Bachelor, Master",ICT Networks,Distributed; applied focus
General Science,True,True,True,False,False,False,"Configuration, Troubleshooting, Security, Research, French","Network Security, First Aid",Office/Data,"infrastructure, to build",Faculty of Technology,"Professional Bachelor, Master",ICT Networks,Distributed; applied focus
General Science,False,True,False,True,False,False,"Problem Solving, Configuration, Hardware, Troubleshooting, French","System Administration, now Workshop",Office/Data,"technology, to lead",Faculty of Technology,"Professional Bachelor, Master",ICT Networks,Distributed; applied focus
General Science,True,True,False,False,False,True,"Problem Solving, Networking, Configuration, Hardware, Communication","System Administration, Wireless Technologies, ICDL","Office/Data, Hands-on/Field","internet, to lead",Faculty of Technology,"Professional Bachelor, Master",ICT Networks,Distributed; applied focus
General Science,True,False,False,False,False,False,"Problem Solving, Configuration, English","System Administration, Network Fundamentals, First Aid",Office/Data,"internet, career",Faculty of Technology,"Professional Bachelor, Master",ICT Networks,Distributed; applied focus
General Science,True,True,False,False,False,True,"Hardware, Troubleshooting, Security, Communication, Research","Network Fundamentals, IELTS",Office/Data,"internet, to research",Faculty of Technology,"Professional Bachelor, Master",ICT Networks,Distributed; applied focus
Arts and Humanities,False,False,False,True,False,False,"Subject Knowledge, Communication, Organization, Creativity, English, Time Management","Child Development, Educational Psychology, First Aid",People-centric/Teaching,"children, to create",Faculty of Pedagogy,"BA, Diploma, MA",Education,Multiple branches
Arts and Humanities,False,False,False,True,False,False,"Organization, Patience, Communication, Leadership, English","Educational Psychology, Child Development, Summer Program",People-centric/Teaching,"learning, to build",Faculty of Pedagogy,"BA, Diploma, MA",Education,Multiple branches
Arts and Humanities,False,False,False,False,False,False,"Leadership, Communication, Creativity, Patience, Communication","Child Development, ICDL",People-centric/Teaching,"development, to help people",Faculty of Pedagogy,"BA, Diploma, MA",Education,Multiple branches
Arts and Humanities,False,False,False,True,False,False,"Leadership, Communication, Patience, English, Time Management","Classroom Management, Educational Psychology, First Aid",People-centric/Teaching,"development, to lead",Faculty of Pedagogy,"BA, Diploma, MA",Education,Multiple branches
Arts and Humanities,False,False,False,True,True,False,"Patience, Communication, Leadership, Research, Communication","Educational Psychology, ICDL",People-centric/Teaching,"teaching, to help people",Faculty of Pedagogy,"BA, Diploma, MA",Education,Multiple branches
Arts and Humanities,True,False,False,False,False,False,"Organization, Leadership, Creativity, English","Teaching Methods, First Aid",People-centric/Teaching,"children, to create",Faculty of Pedagogy,"BA, Diploma, MA",Education,Multiple branches
Arts and Humanities,True,False,False,True,False,False,"Leadership, Creativity, Organization, Patience, Communication, Time Management","Curriculum Development, Child Development, IELTS",People-centric/Teaching,"children, to lead",Faculty of Pedagogy,"BA, Diploma, MA",Education,Multiple branches
Arts and Humanities,False,False,False,True,False,False,"Creativity, Patience, Communication, French","Educational Psychology, ICDL",People-centric/Teaching,"education, to lead",Faculty of Pedagogy,"BA, Diploma, MA",Education,Multiple branches
Arts and Humanities,True,True,False,True,False,False,"Patience, Leadership, Organization, English, Communication","Educational Psychology, Child Development, TOEFL",People-centric/Teaching,"development, to understand",Faculty of Pedagogy,"BA, Diploma, MA",Education,Multiple branches
Arts and Humanities,False,False,False,False,False,False,"Leadership, Patience, Communication","Curriculum Development, Child Development, among Workshop",People-centric/Teaching,"children, to understand",Faculty of Pedagogy,"BA, Diploma, MA",Education,Multiple branches
Arts and Humanities,True,False,False,True,False,False,"Patience, Communication, Creativity, Organization, English, French","Curriculum Development, Child Development, these Workshop",People-centric/Teaching,"children, to build",Faculty of Pedagogy,"BA, Diploma, MA",Education,Multiple branches
Arts and Humanities,False,True,False,True,False,False,"Communication, Leadership, Microsoft Office","Educational Psychology, Teaching Methods, Summer Program",People-centric/Teaching,"development, to create",Faculty of Pedagogy,"BA, Diploma, MA",Education,Multiple branches
Arts and Humanities,False,False,True,True,False,False,"Subject Knowledge, Leadership, Arabic","Educational Psychology, thus Workshop",People-centric/Teaching,"education, to innovate",Faculty of Pedagogy,"BA, Diploma, MA",Education,Multiple branches
Arts and Humanities,True,False,False,False,False,False,"Communication, Creativity, Organization, Subject Knowledge, French, Arabic","Classroom Management, ICDL",People-centric/Teaching,"education, career",Faculty of Pedagogy,"BA, Diploma, MA",Education,Multiple branches
Arts and Humanities,False,False,False,True,False,False,"Organization, Subject Knowledge, Patience, Communication, English","Teaching Methods, myself Workshop",People-centric/Teaching,"development, to build",Faculty of Pedagogy,"BA, Diploma, MA",Education,Multiple branches
Arts and Humanities,False,False,False,True,True,False,"Organization, Subject Knowledge, Arabic, Communication","Educational Psychology, Summer Program",People-centric/Teaching,"children, to help people",Faculty of Pedagogy,"BA, Diploma, MA",Education,Multiple branches
Arts and Humanities,False,False,False,True,False,False,"Leadership, Subject Knowledge, Organization, Patience, Microsoft Office, French","Teaching Methods, IELTS",People-centric/Teaching,"development, to lead",Faculty of Pedagogy,"BA, Diploma, MA",Education,Multiple branches
Arts and Humanities,True,False,False,False,False,True,"Patience, Organization, Leadership, Microsoft Office, Time Management","Child Development, Teaching Methods, IELTS",People-centric/Teaching,"development, to build",Faculty of Pedagogy,"BA, Diploma, MA",Education,Multiple branches
